date,adjusted_close
2020-10-10,11293.22
2020-10-11,11369.02
2020-10-12,11528.25
2020-10-13,11420.56
2020-10-14,11417.89
2020-10-15,11505.12
2020-10-16,11319.32
2020-10-17,11360.2
2020-10-18,11503.14
2020-10-19,11751.47
2020-10-20,11909.99
2020-10-21,12780.96
2020-10-22,12968.52
2020-10-23,12923.07
2020-10-24,13111.73
2020-10-25,13028.83
2020-10-26,13052.19
2020-10-27,13636.17
2020-10-28,13266.4
2020-10-29,13455.7
2020-10-30,13560.1
2020-10-31,13791.0
2020-11-01,13761.5
2020-11-02,13549.37
2020-11-03,14023.53
2020-11-04,14144.01
2020-11-05,15590.02
2020-11-06,15579.92
2020-11-07,14818.3
2020-11-08,15475.1
2020-11-09,15328.41
2020-11-10,15297.21
2020-11-11,15684.24
2020-11-12,16291.86
2020-11-13,16320.7
2020-11-14,16070.45
2020-11-15,15957.0
2020-11-16,16713.57
2020-11-17,17659.38
2020-11-18,17776.12
2020-11-19,17802.82
2020-11-20,18655.67
2020-11-21,18703.8
2020-11-22,18414.43
2020-11-23,18368.0
2020-11-24,18254.83
